"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5107.png\" alt=\"Out of Hours Care\" title=\"\" onmousemove=\"xr_mo(this,19)\" style=\"left:20px;top:629px;width:324px;height:62px;\">","#xr_xrc3 > a:nth-child(12) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"repeatprescriptions.htm\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc3 > a:nth-child(13)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5100.png\" alt=\"Prescriptions\" title=\"\" onmousemove=\"xr_mo(this,19,event)\" style=\"left:356px;top:629px;width:325px;height:62px;\">","#xr_xrc3 > a:nth-child(13) > img:nth-child(1)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5100.png\" alt=\"Prescriptions\" title=\"\" onmousemove=\"xr_mo(this,19,event)\" style=\"left:356px;top:629px;width:325px;height:62px;\">","#xr_xrc3 > a:nth-child(13) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5100.png\" alt=\"Prescriptions\" title=\"\" onmousemove=\"xr_mo(this,19,event)\" style=\"left:356px;top:629px;width:325px;height:62px;\">","#xr_xrc3 > a:nth-child(13) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5108.png\" alt=\"Prescriptions\" title=\"\" onmousemove=\"xr_mo(this,19)\" style=\"left:356px;top:629px;width:324px;height:62px;\">","#xr_xrc3 > a:nth-child(13) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5108.png\" alt=\"Prescriptions\" title=\"\" onmousemove=\"xr_mo(this,19)\" style=\"left:356px;top:629px;width:324px;height:62px;\">","#xr_xrc3 > a:nth-child(13) > img:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5108.png\" alt=\"Prescriptions\" title=\"\" onmousemove=\"xr_mo(this,19)\" style=\"left:356px;top:629px;width:324px;height:62px;\">","#xr_xrc3 > a:nth-child(13) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"clinics.htm\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc3 > a:nth-child(14)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5101.png\" alt=\"Services We Offer\" title=\"\" onmousemove=\"xr_mo(this,19,event)\" style=\"left:20px;top:703px;width:324px;height:62px;\">","#xr_xrc3 > a:nth-child(14) > img:nth-child(1)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5101.png\" alt=\"Services We Offer\" title=\"\" onmousemove=\"xr_mo(this,19,event)\" style=\"left:20px;top:703px;width:324px;height:62px;\">","#xr_xrc3 > a:nth-child(14) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5101.png\" alt=\"Services We Offer\" title=\"\" onmousemove=\"xr_mo(this,19,event)\" style=\"left:20px;top:703px;width:324px;height:62px;\">","#xr_xrc3 > a:nth-child(14) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5109.png\" alt=\"Services We Offer\" title=\"\" onmousemove=\"xr_mo(this,19)\" style=\"left:20px;top:703px;width:324px;height:62px;\">","#xr_xrc3 > a:nth-child(14) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5109.png\" alt=\"Services We Offer\" title=\"\" onmousemove=\"xr_mo(this,19)\" style=\"left:20px;top:703px;width:324px;height:62px;\">","#xr_xrc3 > a:nth-child(14) > img:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5109.png\" alt=\"Services We Offer\" title=\"\" onmousemove=\"xr_mo(this,19)\" style=\"left:20px;top:703px;width:324px;height:62px;\">","#xr_xrc3 > a:nth-child(14) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"register.htm\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc3 > a:nth-child(15)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5102.png\" alt=\"Register With Us\" title=\"\" onmousemove=\"xr_mo(this,19,event)\" style=\"left:356px;top:703px;width:325px;height:62px;\">","#xr_xrc3 > a:nth-child(15) > img:nth-child(1)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5102.png\" alt=\"Register With Us\" title=\"\" onmousemove=\"xr_mo(this,19,event)\" style=\"left:356px;top:703px;width:325px;height:62px;\">","#xr_xrc3 > a:nth-child(15) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5102.png\" alt=\"Register With Us\" title=\"\" onmousemove=\"xr_mo(this,19,event)\" style=\"left:356px;top:703px;width:325px;height:62px;\">","#xr_xrc3 > a:nth-child(15) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5110.png\" alt=\"Register With Us\" title=\"\" onmousemove=\"xr_mo(this,19)\" style=\"left:356px;top:703px;width:324px;height:62px;\">","#xr_xrc3 > a:nth-child(15) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5110.png\" alt=\"Register With Us\" title=\"\" onmousemove=\"xr_mo(this,19)\" style=\"left:356px;top:703px;width:324px;height:62px;\">","#xr_xrc3 > a:nth-child(15) > img:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5110.png\" alt=\"Register With Us\" title=\"\" onmousemove=\"xr_mo(this,19)\" style=\"left:356px;top:703px;width:324px;height:62px;\">","#xr_xrc3 > a:nth-child(15) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"location.htm\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc3 > a:nth-child(16)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5103.png\" alt=\"Find Us\" title=\"\" onmousemove=\"xr_mo(this,19,event)\" style=\"left:20px;top:777px;width:324px;height:62px;\">","#xr_xrc3 > a:nth-child(16) > img:nth-child(1)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5103.png\" alt=\"Find Us\" title=\"\" onmousemove=\"xr_mo(this,19,event)\" style=\"left:20px;top:777px;width:324px;height:62px;\">","#xr_xrc3 > a:nth-child(16) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5103.png\" alt=\"Find Us\" title=\"\" onmousemove=\"xr_mo(this,19,event)\" style=\"left:20px;top:777px;width:324px;height:62px;\">","#xr_xrc3 > a:nth-child(16) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5111.png\" alt=\"Find Us\" title=\"\" onmousemove=\"xr_mo(this,19)\" style=\"left:20px;top:777px;width:324px;height:62px;\">","#xr_xrc3 > a:nth-child(16) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5111.png\" alt=\"Find Us\" title=\"\" onmousemove=\"xr_mo(this,19)\" style=\"left:20px;top:777px;width:324px;height:62px;\">","#xr_xrc3 > a:nth-child(16) > img:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5111.png\" alt=\"Find Us\" title=\"\" onmousemove=\"xr_mo(this,19)\" style=\"left:20px;top:777px;width:324px;height:62px;\">","#xr_xrc3 > a:nth-child(16) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"feedback.htm\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc3 > a:nth-child(17)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5104.png\" alt=\"Feedback\" title=\"\" onmousemove=\"xr_mo(this,19,event)\" style=\"left:356px;top:777px;width:325px;height:62px;\">","#xr_xrc3 > a:nth-child(17) > img:nth-child(1)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5104.png\" alt=\"Feedback\" title=\"\" onmousemove=\"xr_mo(this,19,event)\" style=\"left:356px;top:777px;width:325px;height:62px;\">","#xr_xrc3 > a:nth-child(17) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5104.png\" alt=\"Feedback\" title=\"\" onmousemove=\"xr_mo(this,19,event)\" style=\"left:356px;top:777px;width:325px;height:62px;\">","#xr_xrc3 > a:nth-child(17) > img:nth-child(1)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G94.Image","Ensure that the img element's alt text serves the same purpose and presents the same information as the image.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5112.png\" alt=\"Feedback\" title=\"\" onmousemove=\"xr_mo(this,19)\" style=\"left:356px;top:777px;width:324px;height:62px;\">","#xr_xrc3 > a:nth-child(17) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5112.png\" alt=\"Feedback\" title=\"\" onmousemove=\"xr_mo(this,19)\" style=\"left:356px;top:777px;width:324px;height:62px;\">","#xr_xrc3 > a:nth-child(17) > img:nth-child(2)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap xr_ro xr_ro0 xr_tt3\" src=\"index_htm_files/5112.png\" alt=\"Feedback\" title=\"\" onmousemove=\"xr_mo(this,19)\" style=\"left:356px;top:777px;width:324px;height:62px;\">","#xr_xrc3 > a:nth-child(17) > img:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<a href=\"https://patient.emisaccess.co.uk/\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,19)\"><span class=\"Normal_text xr_s6\"...</a>","#xr_xrc3 > div:nth-child(19) > div > span > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"https://patient.emisaccess.co.uk/\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,19)\"><span class=\"Normal_text xr_s6\"...</a>","#xr_xrc3 > div:nth-child(19) > div > span > a"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.H30.2","Img element is the only content of the link, but is missing alt text. The alt text should describe the purpose of the link.","error","<a href=\"#\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc3 > a:nth-child(21)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"#\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc3 > a:nth-child(21)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/4.png\" alt=\"\" title=\"\" onmousemove=\"xr_mo(this,19,event)\" style=\"left:20px;top:10px;width:10px;height:10px;\">","#xr_xrc3 > a:nth-child(21) > img"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/4.png\" alt=\"\" title=\"\" onmousemove=\"xr_mo(this,19,event)\" style=\"left:20px;top:10px;width:10px;height:10px;\">","#xr_xrc3 > a:nth-child(21) > img"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.H67.2","Img element is marked so that it is ignored by Assistive Technology.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5.png\" alt=\"\" title=\"\" style=\"left:0px;top:30px;width:369px;height:109px;\">","#xr_xrc3 > img:nth-child(22)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/5.png\" alt=\"\" title=\"\" style=\"left:0px;top:30px;width:369px;height:109px;\">","#xr_xrc3 > img:nth-child(22)"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.BGColour","Check that this element has an inherited foreground colour to complement the corresponding inline background colour or image.","warning","<span class=\"xr_ar\" style=\"left:0px;top:1376px;width:700px;height:30px; background-color: #666666;\"></span>","#xr_xrc3 > div:nth-child(23) > span"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<a href=\"privacypolicy.htm\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,19)\"><span class=\"Normal_text xr_s8\"...</a>","#xr_xrc3 > div:nth-child(24) > div > span > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"privacypolicy.htm\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,19)\"><span class=\"Normal_text xr_s8\"...</a>","#xr_xrc3 > div:nth-child(24) > div > span > a"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.BGColour","Check that this element has an inherited foreground colour to complement the corresponding inline background colour or image.","warning","<span class=\"xr_ar\" style=\"left:0px;top:1164px;width:700px;height:212px; background-color: #CCCCCC;\"></span>","#xr_xrc3 > div:nth-child(26) > span"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<a href=\"http://www.nhs.uk/Services/GP/ReviewsAndRatings/DefaultView.aspx?id=42194\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,19)\"><span class=\"Normal_text xr_s11...</a>","#xr_xrc3 > div:nth-child(29) > div > span > a:nth-child(1)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"http://www.nhs.uk/Services/GP/ReviewsAndRatings/DefaultView.aspx?id=42194\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,19)\"><span class=\"Normal_text xr_s11...</a>","#xr_xrc3 > div:nth-child(29) > div > span > a:nth-child(1)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<a href=\"https://www.nhs.uk/Services/GP/LeaveReview/DefaultView.aspx?id=42194\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,19)\"> </a>","#xr_xrc3 > div:nth-child(29) > div > span > a:nth-child(2)"
"WCAG2AAA.Principle4.Guideline4_1.4_1_2.H91.A.NoContent","Anchor element found with a valid href attribute, but no link content has been supplied.","error","<a href=\"https://www.nhs.uk/Services/GP/LeaveReview/DefaultView.aspx?id=42194\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,19)\"> </a>","#xr_xrc3 > div:nth-child(29) > div > span > a:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"https://www.nhs.uk/Services/GP/LeaveReview/DefaultView.aspx?id=42194\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,19)\"> </a>","#xr_xrc3 > div:nth-child(29) > div > span > a:nth-child(2)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<a href=\"https://www.nhs.uk/Services/GP/LeaveReview/DefaultView.aspx?id=42194\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,19)\"><span class=\"Normal_text xr_s11...</a>","#xr_xrc3 > div:nth-child(29) > div > span > a:nth-child(3)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"https://www.nhs.uk/Services/GP/LeaveReview/DefaultView.aspx?id=42194\" onclick=\"return(xr_nn());\" onmousemove=\"xr_mo(this,19)\"><span class=\"Normal_text xr_s11...</a>","#xr_xrc3 > div:nth-child(29) > div > span > a:nth-child(3)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.H67.2","Img element is marked so that it is ignored by Assistive Technology.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/47.png\" alt=\"\" title=\"\" style=\"left:465px;top:1186px;width:207px;height:42px;\">","#xr_xrc3 > div:nth-child(31) > img"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/47.png\" alt=\"\" title=\"\" style=\"left:465px;top:1186px;width:207px;height:42px;\">","#xr_xrc3 > div:nth-child(31) > img"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.H30.2","Img element is the only content of the link, but is missing alt text. The alt text should describe the purpose of the link.","error","<a href=\"http://www.cqc.org.uk/provider/1-199704828\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc3 > a:nth-child(32)"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"http://www.cqc.org.uk/provider/1-199704828\" onclick=\"return(xr_nn());\">\n  <img class=\"xr_rn_ xr_rnsp_ ...</a>","#xr_xrc3 > a:nth-child(32)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/48.png\" alt=\"\" title=\"\" onmousemove=\"xr_mo(this,19,event)\" style=\"left:465px;top:1273px;width:116px;height:81px;\">","#xr_xrc3 > a:nth-child(32) > img"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/48.png\" alt=\"\" title=\"\" onmousemove=\"xr_mo(this,19,event)\" style=\"left:465px;top:1273px;width:116px;height:81px;\">","#xr_xrc3 > a:nth-child(32) > img"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.H67.2","Img element is marked so that it is ignored by Assistive Technology.","warning","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/7.png\" alt=\"\" title=\"\" style=\"left:601px;top:50px;width:79px;height:32px;\">","#xr_xrc3 > img:nth-child(33)"
"WCAG2AAA.Principle1.Guideline1_1.1_1_1.G73,G74","If this image cannot be fully described in a short text alternative, ensure a long text alternative is also available, such as in the body text or through a link.","notice","<img class=\"xr_rn_ xr_rnsp_ xr_ap\" src=\"index_htm_files/7.png\" alt=\"\" title=\"\" style=\"left:601px;top:50px;width:79px;height:32px;\">","#xr_xrc3 > img:nth-child(33)"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<span class=\"xr_ar\" onmousemove=\"xr_mp(24,19)\" style=\"left:0px;top:0px;width:128px;height:30px;\"></span>","#xr_xrc3 > div:nth-child(34) > span"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.G90","Ensure the functionality provided by an event handler for this element is available through the keyboard","warning","<a href=\"\" onclick=\"return(false);\" onmousedown=\"xr_ppir(this);\">\n </a>","#xr_xo19 > a"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseDown","Ensure the functionality provided by mousing down on this element is available through the keyboard; for instance, using the keydown event.","warning","<a href=\"\" onclick=\"return(false);\" onmousedown=\"xr_ppir(this);\">\n </a>","#xr_xo19 > a"
"WCAG2AAA.Principle4.Guideline4_1.4_1_2.H91.A.EmptyNoId","Anchor element found with no link content and no name and/or ID attribute.","error","<a href=\"\" onclick=\"return(false);\" onmousedown=\"xr_ppir(this);\">\n </a>","#xr_xo19 > a"
"WCAG2AAA.Principle2.Guideline2_4.2_4_9.H30","Check that text of the link describes the purpose of the link.","notice","<a href=\"\" onclick=\"return(false);\" onmousedown=\"xr_ppir(this);\">\n </a>","#xr_xo19 > a"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<div class=\"xr_ap\" onmousemove=\"xr_mpc(24)\">\n <span class=\"xr_ar\" style=\"le...</div>","#xr_xp24 > div:nth-child(1) > div"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.BGColour","Check that this element has an inherited foreground colour to complement the corresponding inline background colour or image.","warning","<span class=\"xr_ar\" style=\"left:0px;top:26px;width:692px;height:511px; background-color: #F2F2F2; border: 4px solid #666666;\"></span>","#xr_xp24 > div:nth-child(1) > div > span"
"WCAG2AAA.Principle2.Guideline2_1.2_1_1.SCR20.MouseMove","Ensure the functionality provided by moving the mouse on this element is available through the keyboard.","warning","<div class=\"xr_ap\" onmousemove=\"xr_mpc(24)\">\n <span class=\"xr_ar\" style=\"le...</div>","#xr_xp24 > div:nth-child(2) > div"
"WCAG2AAA.Principle1.Guideline1_4.1_4_3_F24.F24.BGColour","Check that this element has an inherited foreground colour to complement the corresponding inline background colour or image.","warning","<span class=\"xr_ar\" style=\"left:4px;top:4px;width:120px;height:34px; background-color: #F2F2F2;\"></span>","#xr_xp24 > div:nth-child(2) > div > span"
